Country,Level,Branch,Department,Name,State,Issues,URL,Table No,Table Rows,Link Column,Party Column,Term Start Column,Term End Column,District,Dynamic Parse,Read columns right to left,Find Date,Parse Rowspan,Rep Link,Party Link,Notes,Alt Link
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Southern District of Illinois,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Illinois,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Southern District of Illinois,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Illinois,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Southern District of Illinois,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Illinois,3,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Southern District of Illinois,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Illinois,3,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Southern District of Illinois,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Illinois,3,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Southern District of Indiana,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Indiana,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Southern District of Indiana,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Indiana,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Southern District of Indiana,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Indiana,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Southern District of Indiana,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Indiana,4,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Southern District of Indiana,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Indiana,4,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Southern District of Indiana,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Indiana,4,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Southern District of Iowa,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Iowa,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Southern District of Iowa,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Iowa,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Southern District of Iowa,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Iowa,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Southern District of Iowa,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Iowa,3,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Southern District of Iowa,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Iowa,3,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Southern District of Iowa,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Iowa,3,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Southern District of Mississippi,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Mississippi,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Southern District of Mississippi,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Mississippi,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Southern District of Mississippi,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Mississippi,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Southern District of Mississippi,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Mississippi,3,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Southern District of Mississippi,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Mississippi,3,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Southern District of Mississippi,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Mississippi,3,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Southern District of New York,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_New_York,3,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Southern District of New York,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_New_York,3,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Southern District of New York,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_New_York,3,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Southern District of New York,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_New_York,5,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Southern District of New York,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_New_York,5,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Southern District of New York,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_New_York,5,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Southern District of Ohio,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Ohio,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Southern District of Ohio,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Ohio,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Southern District of Ohio,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Ohio,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Southern District of Ohio,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Ohio,4,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Southern District of Ohio,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Ohio,4,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Southern District of Ohio,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Ohio,4,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Southern District of Texas,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Texas,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Southern District of Texas,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Texas,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Southern District of Texas,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Texas,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Southern District of Texas,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Texas,4,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Southern District of Texas,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Texas,4,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Southern District of Texas,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_Texas,4,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Southern District of West Virginia,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_West_Virginia,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Southern District of West Virginia,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_West_Virginia,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Southern District of West Virginia,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_West_Virginia,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Southern District of West Virginia,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_West_Virginia,3,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Southern District of West Virginia,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_West_Virginia,3,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Southern District of West Virginia,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Southern_District_of_West_Virginia,3,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Virgin Islands,Probably need a judge function,https://en.wikipedia.org/wiki/District_Court_of_the_Virgin_Islands,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Virgin Islands,Probably need a judge function,https://en.wikipedia.org/wiki/District_Court_of_the_Virgin_Islands,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Virgin Islands,Probably need a judge function,https://en.wikipedia.org/wiki/District_Court_of_the_Virgin_Islands,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Virgin Islands,Probably need a judge function,https://en.wikipedia.org/wiki/District_Court_of_the_Virgin_Islands,4,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Virgin Islands,Probably need a judge function,https://en.wikipedia.org/wiki/District_Court_of_the_Virgin_Islands,4,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Virgin Islands,Probably need a judge function,https://en.wikipedia.org/wiki/District_Court_of_the_Virgin_Islands,4,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Western District of Arkansas,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Arkansas,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Western District of Arkansas,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Arkansas,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Western District of Arkansas,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Arkansas,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Western District of Arkansas,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Arkansas,4,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Western District of Arkansas,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Arkansas,4,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Western District of Arkansas,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Arkansas,4,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Western District of Kentucky,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Kentucky,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Western District of Kentucky,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Kentucky,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Western District of Kentucky,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Kentucky,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Western District of Kentucky,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Kentucky,3,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Western District of Kentucky,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Kentucky,3,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Western District of Kentucky,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Kentucky,3,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Western District of Louisiana,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Louisiana,3,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Western District of Louisiana,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Louisiana,3,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Western District of Louisiana,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Louisiana,3,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Western District of Louisiana,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Louisiana,5,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Western District of Louisiana,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Louisiana,5,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Western District of Louisiana,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Louisiana,5,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Western District of Michigan,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Michigan,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Western District of Michigan,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Michigan,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Western District of Michigan,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Michigan,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Western District of Michigan,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Michigan,3,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Western District of Michigan,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Michigan,3,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Western District of Michigan,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Michigan,3,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Western District of Missouri,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Missouri,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Western District of Missouri,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Missouri,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Western District of Missouri,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Missouri,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Western District of Missouri,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Missouri,4,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Western District of Missouri,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Missouri,4,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Western District of Missouri,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Missouri,4,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Western District of New York,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_New_York,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Western District of New York,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_New_York,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Western District of New York,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_New_York,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Western District of New York,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_New_York,4,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Western District of New York,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_New_York,4,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Western District of New York,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_New_York,4,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Western District of North Carolina,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_North_Carolina,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Western District of North Carolina,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_North_Carolina,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Western District of North Carolina,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_North_Carolina,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Western District of North Carolina,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_North_Carolina,4,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Western District of North Carolina,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_North_Carolina,4,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Western District of North Carolina,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_North_Carolina,4,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Western District of Oklahoma,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Oklahoma,2,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Western District of Oklahoma,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Oklahoma,2,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Western District of Oklahoma,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Oklahoma,2,3,3,0,8,8,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Active,
United States of America,Federal,Judicial,District Court,Judge,District Court for the Western District of Oklahoma,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Oklahoma,3,3,3,0,5,5,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Chief Judge,District Court for the Western District of Oklahoma,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Oklahoma,3,3,3,0,6,6,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
United States of America,Federal,Judicial,District Court,Senior Judge,District Court for the Western District of Oklahoma,Probably need a judge function,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Western_District_of_Oklahoma,3,3,3,0,7,7,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Past,
